text,position
"Ottawa determined that many homeowners were not aware 
of the appropriate maintenance and care required to get the greatest 
protection from their backwater valve.","{'entities': [(147, 162, 'SUSTECH')]}"
"One of the most common reasons for basement flooding that occurs after 
installation of a backwater valve actually has nothing to do with a failure 
of the valve itself but, instead, is the result of the failure to disconnect 
foundation drains that are connected to the sanitary or combined sewer 
system","{'entities': [(90, 105, 'SUSTECH')]}"
"If the foundation drain of a home is still connected to the sanitary or 
combined sewer lateral downstream of the valve, sewage could be forced 
back into the weeping tiles and lead to structural damage to the foundation.","{'entities': [(159, 172, 'SUSTECH')]}"
"In cases where a home’s foundation drain is connected to the municipal 
sanitary or combined sewer system, and where there are plans to install 
a backwater valve, it is imperative","{'entities': [(147, 162, 'SUSTECH')]}"
"Other failures associated with backwater valves could be connected to 
issues discussed in this next section.","{'entities': [(31, 47, 'SUSTECH')]}"
"How should backwater valves be inspected and 
maintained?","{'entities': [(11, 27, 'SUSTECH')]}"
"Like many things in a home, backwater valves require periodic maintenance 
to ensure proper performance over time.","{'entities': [(28, 44, 'SUSTECH')]}"
Many backwater valves come with a see-,"{'entities': [(5, 21, 'SUSTECH')]}"
Backwater valve maintenance,"{'entities': [(0, 15, 'SUSTECH')]}"
"For Mainline Backwater Valves, the manufacturer provides the following 
maintenance instructions, which it states should be performed at least twice 
a year:

– Remove cleanout plug on top of the valve and inspect visually;
– Inspect inside the valve with a flashlight;
– Inspect for debris build-up in the valve body, on or beneath the gate;","{'entities': [(13, 29, 'SUSTECH')]}"
"(Source: Mainline Backwater Valves, 2012).","{'entities': [(18, 34, 'SUSTECH')]}"
The City of Edmonton has also provided backwater valve maintenance,"{'entities': [(39, 54, 'SUSTECH')]}"
"ICLR has produced a video on backwater valve maintenance, which can be 
found at https://www.youtube.com/watch?v=vJN9YKvnIYk

Figure 9:","{'entities': [(29, 44, 'SUSTECH')]}"
Backwater valve maintenance video,"{'entities': [(0, 15, 'SUSTECH')]}"
"Where a backwater valve has been installed and the home is being 
subjected to a heavy rainfall event, it is imperative that the homeowner 
be aware when the flap or gate in the valve is in the closed position.","{'entities': [(8, 23, 'SUSTECH')]}"
"As 
discussed, this is because a closed backwater valve will trap water from the 
foundation drain and other sources in behind it.","{'entities': [(40, 55, 'SUSTECH')]}"
"While this is 
equally true both for those with and without a backwater valve","{'entities': [(62, 77, 'SUSTECH')]}"
"(it is good 
practice to reduce the amount of water entering a municipal sewer system 
during heavy rainfall events, regardless of whether one has a valve or not); it 
is particularly important to reduce water use if one has a backwater valve.","{'entities': [(227, 242, 'SUSTECH')]}"
"If home plumbing is used when the backwater valve is closed, waste water 
will have no way to exit the home until the valve has reopened, risking self-","{'entities': [(34, 49, 'SUSTECH')]}"
"If homeowners aren’t sure if the valve is closed, they can check it – as 
many backwater valves are made with a clear plastic top to allow for easy 
inspection.","{'entities': [(79, 95, 'SUSTECH')]}"
Backwater valve comparison,"{'entities': [(0, 15, 'SUSTECH')]}"
"Yes

Requires that 
downspouts and 
foundation drains be 
disconnected from 
sanitary sewer con-","{'entities': [(20, 30, 'SUSTECH')]}"
Backwater valve: (sometimes referred to as a backflow valve),"{'entities': [(0, 15, 'SUSTECH')]}"
Downspout:,"{'entities': [(0, 9, 'SUSTECH')]}"
"Regarding a backwater valve, that which is deemed to be ‘downstream’ or 
below the valve would include any plumbing connections inside the home, 
including branch lines to sinks, toilets, bathtubs and showers.","{'entities': [(12, 27, 'SUSTECH')]}"
(See Weeping tiles),"{'entities': [(5, 18, 'SUSTECH')]}"
(See Weeping tiles),"{'entities': [(5, 18, 'SUSTECH')]}"
"In relation to basement flooding, water collecting 
around a home’s foundation or being forced through laterals, floor drains or 
weeping tiles, can cause basement floor slabs to heave and/or walls to leak 
and even collapse.","{'entities': [(130, 143, 'SUSTECH')]}"
Normally closed backwater valve:,"{'entities': [(16, 31, 'SUSTECH')]}"
Normally open backwater valve:,"{'entities': [(14, 29, 'SUSTECH')]}"
See Weeping tiles),"{'entities': [(4, 17, 'SUSTECH')]}"
(See Downspout),"{'entities': [(5, 14, 'SUSTECH')]}"
"(or downstream of) a closed backwater valve and eventually escapes 
into a basement via floor drains or other fixtures.","{'entities': [(28, 43, 'SUSTECH')]}"
"Residents with 
backwater valves are advised to disconnect foundation drains from the 
sanitary system and direct the water to a sump system.","{'entities': [(16, 32, 'SUSTECH')]}"
"All homeowners 
are advised not to use large amounts of water during heavy rainfall events, 
particularly if a backwater valve is in place.","{'entities': [(111, 126, 'SUSTECH')]}"
"Any device, including a mainline or 
inline backwater valve, gate valve, check valve or electro-pneumatic system, 
that is installed either directly on a sanitary, storm or combined sewer lateral 
or branch line that allows sewage/waste water and/or storm water to exit a 
home but not re-enter should surcharge occur.","{'entities': [(44, 59, 'SUSTECH')]}"
Sump pump:,"{'entities': [(0, 9, 'SUSTECH')]}"
"Regarding a backwater valve, that which is deemed 
to be ‘upstream’ or above the valve would include any connections, inlets, 
manholes etc located outside of the house and beyond, including the public","{'entities': [(12, 27, 'SUSTECH')]}"
"Weeping tiles or weepers: A series of tiles or a perforated pipe located 
along the bottom of a building’s foundation that is used to collect and drain 
groundwater away from the building.","{'entities': [(0, 13, 'SUSTECH')]}"
(square mm) for each downspout.,"{'entities': [(21, 30, 'SUSTECH')]}"
"From Table 1-3 select the
downspout.","{'entities': [(26, 35, 'SUSTECH')]}"
RAINFALL INTENSITY - DOWNSPOUT CAPACITY,"{'entities': [(21, 30, 'SUSTECH')]}"
"Plumbing codes typically use the vertically projected roof
area for drainage design and they often use a square foot
allowance per square inch of downspout for 1 in./hr.(25
mm/hr) rainfall that varies with diameter, for example, 3
in.(76 mm):","{'entities': [(146, 155, 'SUSTECH')]}"
DOWNSPOUT SIZING,"{'entities': [(0, 9, 'SUSTECH')]}"
"In sizing downspouts, the following considerations apply:

1.","{'entities': [(10, 20, 'SUSTECH')]}"
Downspouts of less than 7.00 sq in.(4515,"{'entities': [(0, 10, 'SUSTECH')]}"
The size of the downspout should be constant through-,"{'entities': [(16, 25, 'SUSTECH')]}"
"Downspouts should be constructed with conductor
heads every 40 ft(12.2 m) to admit air and prevent
vacuum.","{'entities': [(0, 10, 'SUSTECH')]}"
"Calculated roof area
drained per
downspout area","{'entities': [(33, 42, 'SUSTECH')]}"
"Calculated roof area
drained per
downspout area","{'entities': [(33, 42, 'SUSTECH')]}"
"Calculated roof area
drained per
downspout area","{'entities': [(33, 42, 'SUSTECH')]}"
"Calculated roof area
drained per
downspout area","{'entities': [(33, 42, 'SUSTECH')]}"
DOWNSPOUTS,"{'entities': [(0, 10, 'SUSTECH')]}"
"To limit the effects of ther-
mal expansion in gutters 50 ft(15.3 m) is a practical maxi-","{'entities': [(47, 54, 'SUSTECH')]}"
cated near gutter expansion joints.,"{'entities': [(11, 17, 'SUSTECH')]}"
c. potential for water freezing in downspouts and gut-,"{'entities': [(35, 45, 'SUSTECH')]}"
"Open, partially open or corrugated styles downspouts","{'entities': [(42, 52, 'SUSTECH')]}"
the appearance of the downspout system and a poten-,"{'entities': [(22, 31, 'SUSTECH')]}"
e. the greater capacity of a pitched gutter.,"{'entities': [(37, 43, 'SUSTECH')]}"
f. the downspout discharge location.,"{'entities': [(7, 16, 'SUSTECH')]}"
"the risk of gutter overflow from insufficient drainage

capacity.","{'entities': [(12, 18, 'SUSTECH')]}"
After  the  number  and  location  of  downspouts,"{'entities': [(39, 49, 'SUSTECH')]}"
", the areas to be drained by each downspout

should be figured.","{'entities': [(34, 43, 'SUSTECH')]}"
Select  downspouts  for,"{'entities': [(8, 18, 'SUSTECH')]}"
fall conditions will be used to determine downspout size.,"{'entities': [(42, 51, 'SUSTECH')]}"
"It is decided to drain the building with 4 downspouts located
at  each  corner  of  the  building.","{'entities': [(43, 53, 'SUSTECH')]}"
"Thus
each of the four downspouts will serve a 2338 sq ft.(217 sq
m) area.","{'entities': [(22, 32, 'SUSTECH')]}"
"found that 1 sq in.(645 sq mm) of downspout will drain 170
sq ft.(16 sq m) of roof area.","{'entities': [(34, 43, 'SUSTECH')]}"
"Divide 2338(217) by 170(16) to
determine that each downspout should have a minimum area
of 13.56 sq in.(8746 sq mm).","{'entities': [(51, 60, 'SUSTECH')]}"
Plain Rectangular downspout.,"{'entities': [(18, 27, 'SUSTECH')]}"
GUTTER SIZING,"{'entities': [(0, 6, 'SUSTECH')]}"
ROUND GUTTER SIZING,"{'entities': [(6, 12, 'SUSTECH')]}"
"In sizing gutters, the following considerations apply for typi-","{'entities': [(10, 17, 'SUSTECH')]}"
"The gutter can never
be  any  more  effective  than  the  outlet  and","{'entities': [(4, 10, 'SUSTECH')]}"
downspout,"{'entities': [(0, 9, 'SUSTECH')]}"
Downspout sizes must not exceed the bot-,"{'entities': [(0, 9, 'SUSTECH')]}"
tom width of the gutter.),"{'entities': [(17, 23, 'SUSTECH')]}"
"The gutter must be of such a design
and location that water from a steep pitched roof will not by","{'entities': [(4, 10, 'SUSTECH')]}"
Style of gutters to be used.,"{'entities': [(9, 16, 'SUSTECH')]}"
"All gutters are not effective
for their full depth and width, see Figures 1-1 and 1-4 for
design data.)","{'entities': [(4, 11, 'SUSTECH')]}"
Maximum length of gutter.,"{'entities': [(18, 24, 'SUSTECH')]}"
Gutter support capability.,"{'entities': [(0, 6, 'SUSTECH')]}"
"Supports should be based on
full capacity of the gutter.","{'entities': [(49, 55, 'SUSTECH')]}"
"Level gutters may be sized by Charts 1-1, 1-2, or 1-3.","{'entities': [(6, 13, 'SUSTECH')]}"
gutters may be sized by Chart 1-3.,"{'entities': [(0, 7, 'SUSTECH')]}"
"The capacity of a
gutter with 1/16 in./ft.(5.21","{'entities': [(18, 24, 'SUSTECH')]}"
"mm/m) or less pitch is taken as
that of a level gutter even though it is somewhat greater.","{'entities': [(48, 54, 'SUSTECH')]}"
RECTANGULAR GUTTER SIZING,"{'entities': [(12, 18, 'SUSTECH')]}"
"The size of rectangular gutters depends upon these
factors:
1.","{'entities': [(24, 31, 'SUSTECH')]}"
Length of gutter in ft.(m),"{'entities': [(10, 16, 'SUSTECH')]}"
Ratio of depth to width of gutter.,"{'entities': [(27, 33, 'SUSTECH')]}"
"(M, Chart 1-1)

Chart 1-1 is based on level gutter capacity as experimentally
determined by the National Institute of Standards and Tech-","{'entities': [(44, 50, 'SUSTECH')]}"
